"size.L1"	"mr.L1"	"cost"	"mr.L2i"	"size.L2e"	"latency"
880	21.8149382173913	10.3	0.909329436484321	2569.41176470588	0.111929222992855
920	19.9548011538462	10.4	0.911131054245823	2131.76470588235	0.110245644469937
920	19.9548011538462	10.5	0.909682720988785	2282.35294117647	0.110103707810747
920	19.9548011538462	10.6	0.909467385671778	2432.94117647059	0.11008260494968
920	19.9548011538462	10.7	0.909252050354772	2583.52941176471	0.110061502088614
960	18.118487991453	10.8	0.909820670176242	2145.88235294118	0.108280913668725
960	18.118487991453	10.9	0.909605334859236	2296.47058823529	0.108259810807658
960	18.118487991453	11	0.909389999542229	2447.05882352941	0.108238707946591
1000	16.2821748290598	11.1	0.923521596704051	2009.41176470588	0.107787291306057
1000	16.2821748290598	11.2	0.909743284046693	2160	0.106437016665636
1000	16.2821748290598	11.3	0.909527948729686	2310.58823529412	0.106415913804569
1000	16.2821748290598	11.4	0.90931261341268	2461.17647058824	0.106394810943502
1040	15.1514172509653	11.5	0.90988123323415	2023.52941176471	0.105319778107912
1040	15.1514172509653	11.6	0.909665897917144	2174.11764705883	0.105298675246845
1040	15.1514172509653	11.7	0.909450562600137	2324.70588235294	0.105277572385779
1040	15.1514172509653	11.8	0.909235227283131	2475.29411764706	0.105256469524712
1080	14.0387508416988	11.9	0.909803847104601	2037.64705882353	0.10419952785795
1080	14.0387508416988	12	0.909588511787594	2188.23529411765	0.104178424996883
1080	14.0387508416988	12.1	0.909373176470588	2338.82352941177	0.104157322135816
1120	12.9260844324324	12.2	0.920079779354543	1901.17647058824	0.104093902809178
1120	12.9260844324324	12.3	0.909726460975051	2051.76470588235	0.103079277607987
1120	12.9260844324324	12.4	0.909511125658045	2202.35294117647	0.103058174746921
1120	12.9260844324324	12.5	0.909295790341039	2352.94117647059	0.103037071885854
1160	11.813418023166	12.6	0.909864410162509	1915.29411764706	0.101980130219092
1160	11.813418023166	12.7	0.909649074845502	2065.88235294118	0.101959027358025
1160	11.813418023166	12.8	0.909433739528496	2216.4705882353	0.101937924496959
1160	11.813418023166	12.9	0.90921840421149	2367.05882352941	0.101916821635892
1200	10.7007516138996	13	0.90978702403296	1929.41176470588	0.10085987996913
1200	10.7007516138996	13.1	0.909571688715953	2080	0.100838777108063
1200	10.7007516138996	13.2	0.909356353398947	2230.58823529412	0.100817674246996
1240	9.5880852046332	13.3	0.916637962005035	1792.94117647059	0.100418605481127
1240	9.5880852046332	13.4	0.90970963790341	1943.52941176471	0.0997396297191674
1240	9.5880852046332	13.5	0.909494302586404	2094.11764705882	0.0997185268581008
1240	9.5880852046332	13.6	0.909278967269398	2244.70588235294	0.0996974239970342
1280	8.72733231372549	13.7	0.909847587090868	1807.05882352941	0.0988923958486305
1280	8.72733231372549	13.8	0.909632251773861	1957.64705882353	0.0988712929875639
1280	8.72733231372549	13.9	0.909416916456855	2108.23529411765	0.0988501901264973
1280	8.72733231372549	14	0.909201581139849	2258.82352941176	0.0988290872654307
1320	8.11849294117647	14.1	0.909770200961318	1821.17647058824	0.0982759726353857
1320	8.11849294117647	14.2	0.909554865644312	1971.76470588235	0.098254869774319
1320	8.11849294117647	14.3	0.909339530327306	2122.35294117647	0.0982337669132524
1360	7.50965356862745	14.4	0.913196144655528	1684.70588235294	0.0980028757448692
1360	7.50965356862745	14.5	0.909692814831769	1835.29411764706	0.0976595494221408
1360	7.50965356862745	14.6	0.909477479514763	1985.88235294118	0.0976384465610742
1360	7.50965356862745	14.7	0.909262144197757	2136.4705882353	0.0976173437000076
1400	6.90081419607843	14.8	0.909830764019226	1698.82352941177	0.0970642290699626
1400	6.90081419607843	14.9	0.90961542870222	1849.41176470588	0.097043126208896
1400	6.90081419607843	15	0.909400093385214	2000	0.0970220233478294
1400	6.90081419607843	15.1	0.909184758068208	2150.58823529412	0.0970009204867628
1440	6.29197482352941	15.2	0.909753377889677	1712.94117647059	0.0964478058567178
1440	6.29197482352941	15.3	0.909538042572671	1863.52941176471	0.0964267029956512
1440	6.29197482352941	15.4	0.909322707255665	2014.11764705882	0.0964056001345846
1480	5.68313545098039	15.5	0.909891327077134	1576.47058823529	0.0958524855045396
1480	5.68313545098039	15.6	0.909675991760128	1727.05882352941	0.0958313826434729
1480	5.68313545098039	15.7	0.909460656443122	1877.64705882353	0.0958102797824063
1480	5.68313545098039	15.8	0.909245321126116	2028.23529411765	0.0957891769213397
1520	5.10913403088803	15.9	0.909813940947585	1590.58823529412	0.0952709002437514
1520	5.10913403088803	16	0.909598605630579	1741.17647058824	0.0952497973826848
1520	5.10913403088803	16.1	0.909383270313573	1891.76470588235	0.0952286945216182
1520	5.10913403088803	16.2	0.909167934996567	2042.35294117647	0.0952075916605516
1560	4.77899827799228	16.3	0.909736554818036	1604.70588235294	0.0949331806501598
1560	4.77899827799228	16.4	0.90952121950103	1755.29411764706	0.0949120777890932
1560	4.77899827799228	16.5	0.909305884184024	1905.88235294118	0.0948909749280266
1600	4.44886252509652	16.6	0.909874504005493	1468.23529411765	0.0946165639176349
1600	4.44886252509652	16.7	0.909659168688487	1618.82352941176	0.0945954610565683
1600	4.44886252509652	16.8	0.909443833371481	1769.41176470588	0.0945743581955017
1600	4.44886252509652	16.9	0.909228498054475	1920	0.0945532553344351
1640	4.11872677220077	17	0.909797117875944	1482.35294117647	0.0942788443240433
1640	4.11872677220077	17.1	0.909581782558938	1632.94117647059	0.0942577414629767
1640	4.11872677220077	17.2	0.909366447241932	1783.5294117647	0.0942366386019101
1680	3.78859101930502	17.3	0.91870305241474	1345.88235294118	0.0948214901559495
1680	3.78859101930502	17.4	0.909719731746395	1496.4705882353	0.0939411247304517
1680	3.78859101930502	17.5	0.909504396429389	1647.05882352941	0.0939200218693851
1680	3.78859101930502	17.6	0.909289061112383	1797.64705882353	0.0938989190083185
1720	3.45845526640927	17.7	0.909857680933852	1360	0.0936245079979268
1720	3.45845526640927	17.8	0.909642345616846	1510.58823529412	0.0936034051368602
1720	3.45845526640927	17.9	0.90942701029984	1661.17647058824	0.0935823022757936
1720	3.45845526640927	18	0.909211674982834	1811.76470588235	0.093561199414727
1760	3.12831951351351	18.1	0.909780294804303	1374.11764705883	0.0932867884043352
1760	3.12831951351351	18.2	0.909564959487297	1524.70588235294	0.0932656855432686
1760	3.12831951351351	18.3	0.909349624170291	1675.29411764706	0.093244582682202
1800	2.90026989803922	18.4	0.915261235065231	1237.64705882353	0.0935958709344319
1800	2.90026989803922	18.5	0.909702908674754	1388.23529411765	0.0930511549481651
1800	2.90026989803922	18.6	0.909487573357748	1538.82352941177	0.0930300520870985
1800	2.90026989803922	18.7	0.909272238040742	1689.41176470588	0.0930089492260319
1840	2.72718974117647	18.8	0.909840857862211	1251.76470588235	0.0928915938116731
1840	2.72718974117647	18.9	0.909625522545205	1402.35294117647	0.0928704909506066
1840	2.72718974117647	19	0.909410187228199	1552.94117647059	0.0928493880895399
1840	2.72718974117647	19.1	0.909194851911193	1703.52941176471	0.0928282852284733
1880	2.55410958431373	19.2	0.909763471732662	1265.88235294118	0.0927109298141146
1880	2.55410958431373	19.3	0.909548136415656	1416.4705882353	0.092689826953048
1880	2.55410958431373	19.4	0.90933280109865	1567.05882352941	0.0926687240919814
1920	2.38102942745098	19.5	0.911819417715725	1129.41176470588	0.092739332363592
1920	2.38102942745098	19.6	0.909686085603113	1280	0.092530265816556
1920	2.38102942745098	19.7	0.909470750286107	1430.58823529412	0.0925091629554894
1920	2.38102942745098	19.8	0.9092554149691	1581.17647058824	0.0924880600944228
1960	2.20794927058824	19.9	0.90982403479057	1143.52941176471	0.0923707046800641
1960	2.20794927058824	20	0.909608699473564	1294.11764705882	0.0923496018189975
