"size.L1"	"mr.L1"	"cost"	"mr.L2i"	"size.L2e"	"latency"
200	12.9654117142857	12.7	5.70560737203113	16183.5294117647	0.573114934173337
200	12.9654117142857	12.8	5.70488831228691	16334.1176470588	0.573044466318403
200	12.9654117142857	12.9	5.70416925254269	16484.7058823529	0.572973998463469
240	12.4536212307692	13	5.7075830857151	16047.0588235294	0.57279676363085
240	12.4536212307692	13.1	5.70534895993555	16197.6470588235	0.572577819304453
240	12.4536212307692	13.2	5.70462990019133	16348.2352941176	0.57250735144952
240	12.4536212307692	13.3	5.70391084044711	16498.8235294118	0.572436883594586
280	12.0658409180328	13.4	5.70643288810928	16061.1764705882	0.572296263952743
280	12.0658409180328	13.5	5.70509054783997	16211.7647058823	0.57216471460635
280	12.0658409180328	13.6	5.70437148809575	16362.3529411765	0.572094246751417
280	12.0658409180328	13.7	5.70365242835153	16512.9411764706	0.572023778896483
320	11.7275724444444	13.8	5.70555119548861	16075.2941176471	0.571871589602329
320	11.7275724444444	13.9	5.70483213574439	16225.8823529412	0.571801121747395
320	11.7275724444444	14	5.70411307600017	16376.4705882353	0.571730653892461
320	11.7275724444444	14.1	5.70339401625595	16527.0588235294	0.571660186037528
360	11.4371813333333	14.2	5.70529278339303	16089.4117647059	0.571555874105851
360	11.4371813333333	14.3	5.70457372364881	16240	0.571485406250917
360	11.4371813333333	14.4	5.70385466390459	16390.5882352941	0.571414938395983
360	11.4371813333333	14.5	5.70313560416037	16541.1764705882	0.57134447054105
360	11.4371813333333	14.6	5.70241654441615	16691.7647058824	0.571274002686116
360	11.4371813333333	14.7	5.70169748467193	16842.3529411765	0.571203534831183
360	11.4371813333333	14.8	5.70097842492771	16992.9411764706	0.571133066976249
360	11.4371813333333	14.9	5.70025936518349	17143.5294117647	0.571062599121315
360	11.4371813333333	15	5.69954030543927	17294.1176470588	0.570992131266382
360	11.4371813333333	15.1	5.69882124569505	17444.7058823529	0.570921663411448
360	11.4371813333333	15.2	5.69810218595083	17595.2941176471	0.570851195556515
360	11.4371813333333	15.3	5.69738312620661	17745.8823529412	0.570780727701581
360	11.4371813333333	15.4	5.69666406646239	17896.4705882353	0.570710259846647
360	11.4371813333333	15.5	5.69594500671817	18047.0588235294	0.570639791991714
360	11.4371813333333	15.6	5.69522594697395	18197.6470588235	0.57056932413678
360	11.4371813333333	15.7	5.69450688722973	18348.2352941176	0.570498856281846
360	11.4371813333333	15.8	5.69378782748551	18498.8235294118	0.570428388426913
360	11.4371813333333	15.9	5.69306876774129	18649.4117647059	0.570357920571979
360	11.4371813333333	16	5.69234970799707	18800	0.570287452717046
360	11.4371813333333	16.1	5.69163064825285	18950.5882352941	0.570216984862112
360	11.4371813333333	16.2	5.69091158850862	19101.1764705882	0.570146517007179
360	11.4371813333333	16.3	5.6901925287644	19251.7647058824	0.570076049152245
360	11.4371813333333	16.4	5.68947346902018	19402.3529411765	0.570005581297311
360	11.4371813333333	16.5	5.68875440927596	19552.9411764706	0.569935113442378
360	11.4371813333333	16.6	5.68803534953174	19703.5294117647	0.569864645587444
360	11.4371813333333	16.7	5.68731628978752	19854.1176470588	0.56979417773251
360	11.4371813333333	16.8	5.6865972300433	20004.7058823529	0.569723709877577
400	11.1875179333333	16.9	5.68849599718038	19567.0588235294	0.569660125657011
400	11.1875179333333	17	5.68777693743616	19717.6470588235	0.569589657802077
400	11.1875179333333	17.1	5.68705787769194	19868.2352941176	0.569519189947144
400	11.1875179333333	17.2	5.68633881794772	20018.8235294118	0.56944872209221
440	10.9604474137931	17.3	5.6882375850848	19581.1764705882	0.569407730752104
440	10.9604474137931	17.4	5.68751852534058	19731.7647058824	0.56933726289717
440	10.9604474137931	17.5	5.68679946559636	19882.3529411765	0.569266795042237
480	10.7539294827586	17.6	5.68869823273345	19444.7058823529	0.569246356290636
480	10.7539294827586	17.7	5.68797917298923	19595.2941176471	0.569175888435703
480	10.7539294827586	17.8	5.687260113245	19745.8823529412	0.569105420580769
480	10.7539294827586	17.9	5.68654105350078	19896.4705882353	0.569034952725835
520	10.6000235555556	18	5.68843982063787	19458.8235294118	0.569067125978067
520	10.6000235555556	18.1	5.68772076089365	19609.4117647059	0.568996658123133
520	10.6000235555556	18.2	5.68700170114943	19760	0.568926190268199
520	10.6000235555556	18.3	5.6862826414052	19910.5882352941	0.568855722413266
560	10.463654962963	18.4	5.68818140854229	19472.9411764706	0.568905433000107
560	10.463654962963	18.5	5.68746234879807	19623.5294117647	0.568834965145174
560	10.463654962963	18.6	5.68674328905385	19774.1176470588	0.56876449729024
600	10.3272863703704	18.7	5.68864205619093	19336.4705882353	0.568814207877081
600	10.3272863703704	18.8	5.68792299644671	19487.0588235294	0.568743740022148
600	10.3272863703704	18.9	5.68720393670249	19637.6470588235	0.568673272167214
600	10.3272863703704	19	5.68648487695827	19788.2352941176	0.568602804312281
640	10.1946814878049	19.1	5.68838364409535	19350.5882352941	0.568656278609149
640	10.1946814878049	19.2	5.68766458435113	19501.1764705882	0.568585810754215
640	10.1946814878049	19.3	5.68694552460691	19651.7647058824	0.568515342899282
640	10.1946814878049	19.4	5.68622646486269	19802.3529411765	0.568444875044348
680	10.0683494552846	19.5	5.68812523199977	19364.7058823529	0.568504622191262
680	10.0683494552846	19.6	5.68740617225555	19515.2941176471	0.568434154336328
680	10.0683494552846	19.7	5.68668711251133	19665.8823529412	0.568363686481395
720	9.94201742276423	19.8	5.68858587964841	19228.2352941176	0.568423433628308
720	9.94201742276423	19.9	5.68786681990419	19378.8235294118	0.568352965773375
720	9.94201742276423	20	5.68714776015997	19529.4117647059	0.568282497918441
