"size.L1"	"mr.L1"	"latency"	"mr.L2"	"size.L2e"	"cost"
0	1	1.14	0.0959183673469388	1239.86513369939	0.823347940347254
0	1	1.15	0.0969387755102041	1236.19679913023	0.820911936922417
0	1	1.16	0.0979591836734694	1232.52846456106	0.818475933497581
0	1	1.17	0.0989795918367347	1228.8601299919	0.816039930072744
0	1	1.18	0.1	1225.19179542273	0.813603926647908
0	1	1.19	0.101020408163265	1221.52346085357	0.811167923223071
0	1	1.2	0.102040816326531	1217.8551262844	0.808731919798235
0	1	1.21	0.103061224489796	1214.18679171523	0.806295916373398
0	1	1.22	0.104081632653061	1210.51845714607	0.803859912948562
0	1	1.23	0.105102040816327	1206.8501225769	0.801423909523725
0	1	1.24	0.106122448979592	1203.18178800774	0.798987906098889
0	1	1.25	0.107142857142857	1199.51345343857	0.796551902674052
0	1	1.26	0.108163265306122	1195.84511886941	0.794115899249216
0	1	1.27	0.109183673469388	1192.17678430024	0.791679895824379
0	1	1.28	0.110204081632653	1188.50844973108	0.789243892399543
0	1	1.29	0.111224489795918	1184.84011516191	0.786807888974707
0	1	1.3	0.112244897959184	1181.17178059275	0.78437188554987
0	1	1.31	0.113265306122449	1177.50344602358	0.781935882125034
0	1	1.32	0.114285714285714	1173.83511145441	0.779499878700197
0	1	1.33	0.11530612244898	1170.16677688525	0.777063875275361
0	1	1.34	0.116326530612245	1166.49844231608	0.774627871850524
0	1	1.35	0.11734693877551	1162.83010774692	0.772191868425688
0	1	1.36	0.118367346938776	1159.16177317775	0.769755865000851
0	1	1.37	0.119387755102041	1155.49343860859	0.767319861576015
0	1	1.38	0.120408163265306	1151.82510403942	0.764883858151178
0	1	1.39	0.121428571428571	1148.15676947026	0.762447854726342
0	1	1.4	0.122448979591837	1144.48843490109	0.760011851301505
0	1	1.41	0.123469387755102	1140.82010033193	0.757575847876669
0	1	1.42	0.124489795918367	1137.15176576276	0.755139844451832
0	1	1.43	0.125510204081633	1133.48343119359	0.752703841026996
0	1	1.44	0.126530612244898	1129.81509662443	0.75026783760216
0	1	1.45	0.127551020408163	1126.14676205526	0.747831834177323
0	1	1.46	0.128571428571429	1122.4784274861	0.745395830752487
0	1	1.47	0.129591836734694	1118.81009291693	0.74295982732765
0	1	1.48	0.130612244897959	1115.14175834777	0.740523823902814
0	1	1.49	0.131632653061224	1111.4734237786	0.738087820477977
0	1	1.5	0.13265306122449	1107.80508920944	0.735651817053141
0	1	1.51	0.133673469387755	1104.13675464027	0.733215813628304
0	1	1.52	0.13469387755102	1100.4684200711	0.730779810203468
0	1	1.53	0.135714285714286	1096.80008550194	0.728343806778631
0	1	1.54	0.136734693877551	1093.13175093277	0.725907803353795
0	1	1.55	0.137755102040816	1089.46341636361	0.723471799928958
0	1	1.56	0.138775510204082	1085.79508179444	0.721035796504122
0	1	1.57	0.139795918367347	1082.12674722528	0.718599793079285
0	1	1.58	0.140816326530612	1078.45841265611	0.716163789654449
0	1	1.59	0.141836734693878	1074.79007808695	0.713727786229613
0	1	1.6	0.142857142857143	1071.12174351778	0.711291782804776
0	1	1.61	0.143877551020408	1067.45340894861	0.70885577937994
0	1	1.62	0.144897959183673	1063.78507437945	0.706419775955103
0	1	1.63	0.145918367346939	1060.11673981028	0.703983772530267
0	1	1.64	0.146938775510204	1056.44840524112	0.70154776910543
0	1	1.65	0.147959183673469	1052.78007067195	0.699111765680594
0	1	1.66	0.148979591836735	1049.11173610279	0.696675762255757
0	1	1.67	0.15	1045.44340153362	0.694239758830921
0	1	1.68	0.151020408163265	1041.77506696446	0.691803755406084
0	1	1.69	0.152040816326531	1038.10673239529	0.689367751981248
0	1	1.7	0.153061224489796	1034.43839782613	0.686931748556411
0	1	1.71	0.154081632653061	1030.77006325696	0.684495745131575
0	1	1.72	0.155102040816327	1027.10172868779	0.682059741706738
0	1	1.73	0.156122448979592	1023.43339411863	0.679623738281902
0	1	1.74	0.157142857142857	1019.76505954946	0.677187734857066
0	1	1.75	0.158163265306122	1016.0967249803	0.674751731432229
0	1	1.76	0.159183673469388	1012.42839041113	0.672315728007393
0	1	1.77	0.160204081632653	1008.76005584197	0.669879724582556
0	1	1.78	0.161224489795918	1005.0917212728	0.66744372115772
0	1	1.79	0.162244897959184	1001.42338670364	0.665007717732883
0	1	1.8	0.163265306122449	999.033807869083	0.663420888038063
0	1	1.81	0.164285714285714	996.811075528734	0.6619448548433
0	1	1.82	0.16530612244898	994.588343188384	0.660468821648536
0	1	1.83	0.166326530612245	992.365610848034	0.658992788453773
0	1	1.84	0.16734693877551	990.142878507684	0.657516755259009
0	1	1.85	0.168367346938775	987.920146167335	0.656040722064246
0	1	1.86	0.169387755102041	985.697413826985	0.654564688869482
0	1	1.87	0.170408163265306	983.474681486635	0.653088655674719
0	1	1.88	0.171428571428571	981.251949146285	0.651612622479955
0	1	1.89	0.172448979591837	979.029216805936	0.650136589285192
0	1	1.9	0.173469387755102	976.806484465586	0.648660556090428
0	1	1.91	0.174489795918367	974.583752125236	0.647184522895665
0	1	1.92	0.175510204081633	972.361019784886	0.645708489700901
0	1	1.93	0.176530612244898	970.138287444537	0.644232456506138
0	1	1.94	0.177551020408163	967.915555104187	0.642756423311374
0	1	1.95	0.178571428571429	965.692822763837	0.641280390116611
0	1	1.96	0.179591836734694	963.470090423487	0.639804356921847
0	1	1.97	0.180612244897959	961.247358083138	0.638328323727084
0	1	1.98	0.181632653061224	959.024625742788	0.63685229053232
0	1	1.99	0.18265306122449	956.801893402438	0.635376257337557
0	1	2	0.183673469387755	954.579161062088	0.633900224142793
