"size.L1"	"mr.L1"	"latency"	"mr.L2"	"size.L2e"	"cost"
0	1	1.63	0.145918367346939	110.799762389586	0.0735779672118344
0	1	1.64	0.146938775510204	107.296917265781	0.0712518591218079
0	1	1.65	0.147959183673469	105.011578889555	0.0697342516063451
0	1	1.66	0.148979591836735	102.838999998436	0.0682915234364612
0	1	1.67	0.15	100.666421107317	0.0668487952665774
0	1	1.68	0.151020408163265	98.4938422161974	0.0654060670966936
0	1	1.69	0.152040816326531	96.3212633250782	0.0639633389268097
0	1	1.7	0.153061224489796	94.1486844339589	0.0625206107569259
0	1	1.71	0.154081632653061	91.9761055428398	0.061077882587042
0	1	1.72	0.155102040816327	89.8035266517205	0.0596351544171582
0	1	1.73	0.156122448979592	87.6309477606013	0.0581924262472743
0	1	1.74	0.157142857142857	85.4583688694821	0.0567496980773905
0	1	1.75	0.158163265306122	83.2857899783629	0.0553069699075066
0	1	1.76	0.159183673469388	81.1132110872437	0.0538642417376228
0	1	1.77	0.160204081632653	78.9406321961245	0.0524215135677389
0	1	1.78	0.161224489795918	76.8449922620829	0.0510298776740394
0	1	1.79	0.162244897959184	75.3930787551169	0.0500657163608198
0	1	1.8	0.163265306122449	73.9411652481509	0.0491015550476002
0	1	1.81	0.164285714285714	72.489251741185	0.0481373937343806
0	1	1.82	0.16530612244898	71.037338234219	0.0471732324211611
0	1	1.83	0.166326530612245	69.5854247272531	0.0462090711079415
0	1	1.84	0.16734693877551	68.1335112202871	0.0452449097947219
0	1	1.85	0.168367346938775	66.6815977133212	0.0442807484815023
0	1	1.86	0.169387755102041	65.2296842063552	0.0433165871682827
0	1	1.87	0.170408163265306	63.874823348835	0.0424168748800858
0	1	1.88	0.171428571428571	63.0569938813271	0.0418737849993188
0	1	1.89	0.172448979591837	62.2391644138191	0.0413306951185518
0	1	1.9	0.173469387755102	61.4213349463112	0.0407876052377848
0	1	1.91	0.174489795918367	60.6035054788032	0.0402445153570177
0	1	1.92	0.175510204081633	59.7856760112952	0.0397014254762507
0	1	1.93	0.176530612244898	58.9678465437873	0.0391583355954837
0	1	1.94	0.177551020408163	58.1500170762793	0.0386152457147167
0	1	1.95	0.178571428571429	57.3321876087713	0.0380721558339497
0	1	1.96	0.179591836734694	56.5143581412634	0.0375290659531827
0	1	1.97	0.180612244897959	55.6965286737554	0.0369859760724157
0	1	1.98	0.181632653061224	54.8786992062475	0.0364428861916487
0	1	1.99	0.18265306122449	54.0608697387395	0.0358997963108817
0	1	2	0.183673469387755	53.2430402712315	0.0353567064301147
