Signal handled: Interrupt.
0.172820	56.467993
0.326455	53.066584
0.472851	51.070134
0.614539	49.658190
0.752753	48.573245
0.888196	47.676521
1.021324	46.921228
1.152483	46.273992
1.281934	45.703387
1.409869	45.193610
1.536443	44.735936
1.661782	44.314655
1.785982	43.926401
1.909138	43.571932
2.031323	43.237493
2.152606	42.927853
2.273041	42.634555
2.392677	42.361513
2.511567	42.105158
2.629747	41.857668
2.747258	41.629375
2.864145	41.413026
2.980438	41.206821
3.096159	41.007786
3.211328	40.814271
3.325970	40.631700
3.440100	40.452720
3.553736	40.280847
3.666904	40.118565
3.779622	39.961963
3.891907	39.810417
4.003766	39.660169
4.115215	39.519182
4.226273	39.381205
4.336948	39.247813
4.447254	39.119473
4.557206	38.994160
4.666808	38.872480
4.776070	38.752259
4.884998	38.635446
4.993606	38.524141
5.101900	38.412739
5.209884	38.304531
5.317570	38.200354
5.424963	38.097365
5.532073	37.998945
5.638909	37.902535
5.745477	37.807537
5.851779	37.711133
5.957802	37.612242
6.063548	37.513792
6.169025	37.421666
6.274244	37.328898
6.379204	37.238821
6.483909	37.148085
6.588362	37.058178
6.692566	36.972109
6.796527	36.886321
6.900248	36.801429
7.003735	36.719439
7.106994	36.640278
7.210028	36.559112
7.312836	36.480672
7.415424	36.401679
7.517793	36.325432
7.619949	36.249891
7.721895	36.176309
7.823638	36.105323
7.925183	36.035950
8.026530	35.965114
8.127679	35.894880
8.228632	35.825096
8.329391	35.757488
8.429961	35.691535
8.530348	35.626359
8.630551	35.561480
8.730575	35.499657
8.830423	35.435676
8.930092	35.372577
9.029588	35.312628
9.128911	35.250241
9.228063	35.191345
9.327049	35.132251
9.425875	35.076617
9.524540	35.019491
9.623047	34.964104
9.721396	34.906175
9.819586	34.851063
9.917621	34.797927
10.015509	34.744861
10.113245	34.690785
10.210830	34.637572
10.308267	34.585196
10.405556	34.533169
10.502697	34.480675
10.599695	34.429900
10.696550	34.378882
10.793260	34.328413
10.889832	34.278973
10.986265	34.231423
11.082562	34.182021
11.178724	34.135825
11.274754	34.087676
11.370651	34.041059
11.466416	33.993228
11.562046	33.946512
11.657547	33.900570
11.752919	33.856774
11.848167	33.811125
11.943290	33.767449
12.038287	33.722588
12.133159	33.679149
12.227912	33.636560
12.322544	33.594017
12.417057	33.551721
12.511451	33.509845
12.605727	33.467804
12.699883	33.424585
12.793920	33.383404
12.887841	33.341750
12.981648	33.302437
13.075344	33.262225
13.168928	33.223451
13.262404	33.185086
13.355770	33.146224
13.449027	33.106851
13.542174	33.068388
13.635213	33.030662
13.728146	32.992290
13.820971	32.953956
13.913690	32.916020
14.006302	32.878609
14.098808	32.841325
14.191213	32.806698
14.283521	32.771050
14.375729	32.736090
14.467838	32.701790
14.559847	32.665378
14.651752	32.628168
14.743558	32.593874
14.835264	32.558762
14.926874	32.525025
15.018386	32.489820
15.109804	32.456317
15.201124	32.422199
15.292351	32.389189
15.383484	32.355142
15.474522	32.321967
15.565468	32.288708
15.656322	32.256599
15.747083	32.223200
15.837751	32.191706
15.928330	32.159740
16.018820	32.128085
16.109219	32.095103
16.199528	32.063597
16.289748	32.031980
16.379880	32.001330
16.469926	31.970510
16.559888	31.941264
16.649765	31.910928
16.739557	31.881337
16.829268	31.851902
16.918895	31.822436
17.008440	31.793775
17.097904	31.764342
17.187285	31.736189
17.276588	31.707330
17.365808	31.678109
17.454947	31.650314
17.544008	31.621875
17.632989	31.593808
17.721892	31.566427
17.810715	31.537711
17.899459	31.509639
17.988125	31.482221
18.076714	31.455374
18.165227	31.428067
18.253663	31.400337
18.342020	31.371749
18.430299	31.344948
18.518501	31.318514
18.606628	31.290367
18.694677	31.263148
18.782650	31.237294
18.870550	31.210376
18.958377	31.184978
19.046128	31.156673
19.133801	31.129928
19.221400	31.103186
19.308925	31.077312
19.396375	31.050780
19.483753	31.025904
19.571061	31.001439
19.658299	30.975579
19.745466	30.951561
19.832565	30.926705
19.919593	30.901686
20.006551	30.876575
20.093441	30.852837
20.180261	30.828256
20.267014	30.803950
20.353698	30.779827
20.440315	30.756388
20.526866	30.733398
20.613353	30.710037
20.699773	30.686486
20.786126	30.662444
20.872412	30.639427
20.958635	30.616346
21.044792	30.593720
21.130888	30.570930
21.216918	30.548868
21.302886	30.526361
21.388789	30.502456
21.474629	30.480708
21.560405	30.458834
21.646120	30.436574
21.731771	30.413330
21.817357	30.390376
21.902879	30.368260
21.988340	30.346556
