Signal handled: Interrupt.
0.165511	55.427008
0.312729	52.094211
0.453035	50.144463
0.588859	48.769004
0.721365	47.704234
0.851231	46.836921
0.978902	46.096661
1.104687	45.459172
1.228826	44.896257
1.351507	44.396108
1.472884	43.945560
1.593080	43.534366
1.712194	43.159510
1.830321	42.811624
1.947519	42.485935
2.063852	42.182165
2.179381	41.897794
2.294146	41.629534
2.408197	41.376547
2.521575	41.138340
2.634313	40.911905
2.746447	40.697731
2.858005	40.492622
2.969010	40.294447
3.079484	40.106891
3.189454	39.926275
3.298940	39.754963
3.407964	39.590834
3.516543	39.431260
3.624690	39.276546
3.732421	39.127722
3.839752	38.984806
3.946694	38.845691
4.053259	38.709516
4.159458	38.579467
4.265303	38.452528
4.370807	38.331304
4.475982	38.212153
4.580832	38.096153
4.685367	37.983063
4.789596	37.872418
4.893526	37.765157
4.997163	37.660124
5.100518	37.558979
5.203600	37.460351
5.306409	37.360831
5.408949	37.265917
5.511235	37.174904
5.613270	37.081887
5.715041	36.984888
5.816549	36.889171
5.917794	36.796327
6.018789	36.706061
6.119536	36.616892
6.220042	36.528943
6.320307	36.440961
6.420334	36.355966
6.520130	36.273782
6.619702	36.191784
6.719051	36.112492
6.818182	36.032770
6.917100	35.956809
7.015806	35.879965
7.114302	35.803706
7.212592	35.729503
7.310681	35.657838
7.408574	35.586989
7.506270	35.514609
7.603771	35.445052
7.701086	35.378535
7.798218	35.311508
7.895167	35.245179
7.991931	35.178676
8.088517	35.113603
8.184928	35.050880
8.281165	34.987858
8.377229	34.924692
8.473119	34.861727
8.568840	34.800831
8.664393	34.740846
8.759782	34.680844
8.855010	34.622464
8.950077	34.564953
9.044987	34.507683
9.139739	34.449187
9.234331	34.392752
9.328771	34.337592
9.423060	34.283532
9.517201	34.229984
9.611195	34.175834
9.705041	34.123883
9.798744	34.069941
9.892300	34.017467
9.985714	33.967335
10.078992	33.917852
10.172132	33.866390
10.265132	33.816616
10.357996	33.767541
10.450726	33.718840
10.543322	33.670502
10.635786	33.622570
10.728119	33.575008
10.820322	33.527852
10.912398	33.481781
11.004349	33.436568
11.096172	33.390368
11.187872	33.346119
11.279450	33.301417
11.370907	33.258567
11.462248	33.216745
11.553470	33.172485
11.644570	33.128768
11.735552	33.086117
11.826421	33.045616
11.917178	33.004781
12.007823	32.963640
12.098355	32.923402
12.188776	32.883466
12.279087	32.842157
12.369285	32.802088
12.459373	32.762371
12.549356	32.724087
12.639231	32.685018
12.729001	32.645823
12.818663	32.607262
12.908216	32.567646
12.997664	32.530750
13.087013	32.494352
13.176258	32.457233
13.265406	32.421484
13.354453	32.385474
13.443403	32.349390
13.532252	32.312552
13.621000	32.276645
13.709651	32.240974
13.798206	32.206663
